date,city,neighborhood,property_type,price,size_sqft,rent,occupancy,days_on_market,rating,amenities_score,buyer_income
2024-12-26,Chicago,Wicker Park,Condo,715364.9563881736,4046.6758151473414,3050.613546991185,1,182,3.8640832967996683,3.378511505324084,101495.47805368062
2024-09-14,Los Angeles,Santa Monica,Apartment,480466.61534623697,1397.5057360503672,1958.5733770145825,0,21,3.278624462372586,7.739091793918665,210620.17552670414
2024-01-07,New York,Manhattan,Condo,832978.8697741408,2489.8930536515763,3865.139751499166,1,73,3.3809337501198575,7.086468871842511,211469.28547031918
2024-02-18,New York,Manhattan,Apartment,2010720.2761954619,2790.7101062322085,11589.102363452615,0,27,4.444890955551585,9.118299630789823,180317.24168911358
2024-08-29,Phoenix,Tempe,Apartment,637789.1397427431,2226.823755452713,3005.591673894445,1,169,4.442384108068865,6.153442121715209,210353.0222646782
2024-04-11,Los Angeles,Santa Monica,Condo,509597.1129065629,1042.3268070385216,2287.6621492538648,1,71,4.947130072425408,8.001522959928671,147173.0225675743
2024-12-10,Chicago,River North,Condo,223952.91420702118,2612.4030993531346,730.3803430757607,1,187,4.3063991044458465,6.71665307338468,237908.04978450228
2024-11-23,New York,Brooklyn,Apartment,519270.6552138796,2103.519906595702,2245.033988934355,1,86,4.679681182660913,2.9429681863813277,55046.60730529407
2024-09-08,Houston,River Oaks,Condo,696457.7657508997,3075.480360480532,4123.243406182205,1,78,4.051553515093152,1.6185322633443593,215735.04745600995
2024-02-06,Chicago,River North,Condo,237753.81210504397,3777.6970680413633,1353.1721953440046,1,39,3.68846954400538,9.213615815392878,157991.4084828707
2024-09-02,Los Angeles,Santa Monica,Townhouse,1363578.1804104636,1859.768193536753,4433.457526196395,1,18,4.428622191912868,1.0413340441048868,236143.33616993605
2024-03-31,New York,Queens,Townhouse,548561.2232908753,2935.181903854696,1930.894286906246,1,72,3.08917834925915,9.212830603963525,215111.90648855388
2024-08-20,New York,Manhattan,Condo,604287.1256411613,801.501947264155,1920.763435935419,1,61,4.414291443579911,1.3541570199860924,149960.761216573
2024-03-06,Phoenix,Tempe,Condo,341077.5915111891,3434.425324863694,1472.2186722944396,1,80,4.949467011756857,1.8072093512906013,56368.13825082101
2024-01-09,Houston,River Oaks,Apartment,195698.49576456114,2316.4520131536915,1059.1489848795293,1,40,3.194876460676936,9.985964027833962,188056.3189074097
2024-03-02,Houston,River Oaks,Condo,386317.12249148363,1829.8455876190428,1466.8409255600766,1,31,3.4233246435018643,3.84610048437072,230567.9523911813
2024-07-21,Los Angeles,Hollywood,Single Family,829964.5197072033,2712.1415732662235,4253.306062660489,1,100,3.5836184098399646,5.506881364931498,191798.55211427435
2024-09-03,New York,Queens,Apartment,1939191.9858190976,2816.4795064867703,10702.36956549626,1,196,3.1841311743146408,1.672190553827477,96728.48788776709
2024-04-30,New York,Queens,Single Family,1119353.2752514307,2415.8609368445004,4432.827460725201,1,49,3.9359199614925258,5.4500121536230814,129102.67861502261
2024-07-23,Phoenix,Scottsdale,Townhouse,713860.1914600936,1503.8751143602067,2516.8882560953366,1,92,3.387629372763876,7.130911503928047,121638.26417381343
2024-10-18,Houston,River Oaks,Single Family,460280.49045577145,1436.7621577996993,2535.832868915597,1,181,4.180904291872915,7.723617160837566,84675.00935404858
2024-09-02,Houston,The Heights,Apartment,453547.7392226567,3553.5430425590703,1810.8763836941675,1,175,3.1352571028227123,5.966979390970181,178505.15400255803
2024-08-16,Houston,River Oaks,Condo,508641.6387740851,2172.887614837826,2538.6628136055065,0,86,3.4217596646265833,3.4096738203684716,175372.14197242318
2024-12-28,Chicago,Lincoln Park,Condo,778025.3274104377,2678.6696993230435,4312.875460506588,1,79,4.404393551038078,5.52115853260616,69634.14985656136
2024-10-13,New York,Manhattan,Single Family,482530.12132104207,1282.713697294766,2774.9306656114204,1,45,4.21171688354411,9.615999456385705,249856.16922813645
2024-01-31,Phoenix,Tempe,Condo,654514.713466389,2778.6258274789334,3069.050485738062,1,47,3.7577000613510485,8.046945030810498,143779.20980471352
2024-06-29,Los Angeles,Beverly Hills,Townhouse,1893874.1494815967,1338.781354258814,5983.2390358433795,0,158,4.763536259659597,8.314311794995263,227394.28008956063
2024-02-16,New York,Queens,Townhouse,520106.5552618974,2871.2356714429657,2451.878736285603,1,57,3.473605105710238,4.732773480961617,80289.66617091926
2024-05-07,Los Angeles,Santa Monica,Condo,604730.5355077622,913.5122539885011,2700.9057846659275,1,91,3.09627162084601,3.1979721147805527,231582.31399182102
2024-10-22,Los Angeles,Hollywood,Condo,874766.1665509223,2124.5719479541085,3490.8027521318472,1,114,3.4814282564186545,2.8766470876881973,93130.10184066748
2024-09-15,New York,Brooklyn,Condo,753271.0636623822,2169.7562288002528,3972.5438014093183,1,83,4.467374942869437,7.47665408221402,176801.21263609227
2024-04-24,New York,Manhattan,Apartment,586366.8756553119,2263.834775067037,2138.3621059433817,1,169,3.593730502024823,8.820695036014584,137473.9819161598
2024-12-22,Houston,Downtown,Townhouse,306565.96048104606,2242.478119466965,1392.0605208361192,1,181,3.086359535207822,2.997974555014306,172140.63834531922
2024-01-02,Phoenix,Tempe,Condo,361810.25093947,2448.733347715449,1644.4521668509674,1,16,4.323798009999894,1.327900130486804,226346.39358480801
2024-11-28,Houston,River Oaks,Condo,596400.9233642499,1526.8004603869117,2796.4593034823065,1,130,4.485518401964748,4.761634198589611,88559.09996836825
2024-05-08,Los Angeles,Santa Monica,Townhouse,1245613.0154118233,1181.508975284239,7001.384579716394,1,83,3.994675263664148,4.62277985050582,118926.63784119251
2024-06-01,Los Angeles,Beverly Hills,Apartment,1178476.567296403,1796.9759205298235,6761.587449393729,1,31,3.885798170486799,8.158334077839033,174644.21691775427
2024-06-16,Phoenix,Tempe,Single Family,513746.0183768607,2632.3546310608604,2008.0036915457174,1,33,4.8707051507860335,2.0325888506568046,86260.98001639855
2024-07-07,Phoenix,Scottsdale,Townhouse,495047.97066044214,1970.8762359532307,1741.0794912541953,1,70,4.999373995107877,8.694894974565806,174464.70882073723
2024-10-24,Chicago,Lincoln Park,Apartment,808529.5659378129,3107.451999125246,3114.785038658528,0,148,3.6680806340626253,4.019295474092159,145051.58432772424
2024-01-08,Houston,Downtown,Condo,292128.866964839,2409.04782320266,1145.0539628201534,1,54,3.3430374238234837,8.376913165499493,214966.9903951311
2024-03-16,Phoenix,Tempe,Townhouse,364470.2543510231,1291.2740173799289,1763.745033124413,1,178,3.4103257901071258,7.748103552777083,108682.64317124704
2024-11-17,Houston,River Oaks,Townhouse,460987.6507737915,1624.1151598343156,1908.9696583811287,1,175,3.311766016591564,6.493330649774821,84570.427719208
2024-09-08,Houston,The Heights,Townhouse,606949.1102035256,3042.3702153638883,2825.0109486776823,1,96,3.834979134348014,2.701879436179629,221248.92119891665
2024-10-02,Chicago,Lincoln Park,Condo,295477.4564536257,1938.5400268790559,1632.656808746447,1,189,3.6967083669720306,1.4010343816124111,71079.54535775194
2024-02-05,Los Angeles,Hollywood,Condo,1219254.9805630543,2804.5474626826444,5919.804540485231,1,94,4.293865852632662,5.190674031095346,66342.66635359608
2024-11-25,Los Angeles,Hollywood,Townhouse,1283876.9490111633,2956.092820886877,3982.49367936816,1,32,4.594769673969601,3.928100855637387,200892.78067225232
2024-07-21,Chicago,Wicker Park,Townhouse,375958.8026875756,3055.454195797647,2047.405966264472,1,31,4.139554523885311,8.299109811535914,161868.28372121957
2024-09-01,New York,Queens,Townhouse,610005.7143645395,857.1537357249,3383.58227778877,1,68,3.7370710588167224,7.948764752677784,139229.19027598202
2024-01-27,Houston,The Heights,Apartment,497372.0448866237,2428.904159831549,2293.979447993878,1,129,4.180916883343386,1.3135380290562884,150077.70662240137
2024-05-18,Phoenix,Tempe,Single Family,202586.84418687026,1386.5149822011517,1204.2101025460777,1,181,4.238357767907231,6.2293664240529045,75739.10448686052
2024-02-20,Phoenix,Scottsdale,Townhouse,435064.5448078798,2883.978092136669,1753.9020873726054,1,130,3.2012068301651424,2.2508639619062083,62479.71298820543
2024-09-18,Houston,The Heights,Apartment,506623.9323062938,2094.82128390217,2011.7209743391345,1,18,3.5244533665782263,7.694346394414881,154800.78610817157
2024-07-26,Houston,The Heights,Condo,494324.7397768767,3174.619515585194,2010.1452319876864,1,90,4.309793842653969,1.2523407246033218,74045.79307159527
2024-09-02,Houston,River Oaks,Townhouse,393264.1563249602,3763.5050604016806,1999.5950419671312,1,133,3.217353555136417,2.3904773435313347,164799.39364526834
2024-10-12,Phoenix,Mesa,Townhouse,665980.2148349496,4132.754041879495,2629.452650238258,1,55,4.631891294136686,4.801732839123771,192882.47144782214
2024-01-25,New York,Queens,Apartment,597878.758751215,1457.427465649533,2340.6057940657524,1,104,3.265060980580888,4.049025751982714,205461.3163867137
2024-05-29,Phoenix,Tempe,Single Family,399957.01027014456,2009.5192203481158,2192.999634460744,1,87,3.6342727346318453,9.658089469332257,88066.03451077448
2024-04-18,Houston,Downtown,Townhouse,486092.0457036947,2881.313960564551,2891.113969219622,1,136,3.6995118048047457,1.1791034543120338,182934.8715571253
2024-02-27,Phoenix,Scottsdale,Apartment,585437.7939912875,2200.4848707274505,2432.738915066659,1,127,4.727428594674729,3.1624830952133,176501.27918101035
2024-09-06,New York,Manhattan,Townhouse,851079.5443004426,2459.72474309296,2619.748685386648,1,144,4.997504688958383,6.699271464866346,184141.6046520602
2024-10-08,Chicago,River North,Townhouse,701249.8593684242,1487.706234030559,2507.091765567699,1,70,4.571146291079336,1.5979297503610608,132849.60236119965
2024-09-26,New York,Brooklyn,Apartment,1361433.3742074862,1472.1857800281443,6572.780118071875,1,156,3.743549387320438,3.4717093719237235,81382.97004946313
2024-02-07,Houston,The Heights,Condo,389908.30548294855,2141.574883473776,1594.7199985524496,1,56,3.1303478548651333,4.738361387068974,239316.9225113634
2024-05-08,Phoenix,Mesa,Condo,711099.1195239986,2188.0476105456987,3450.3928644758553,1,138,3.6033052634845237,6.876083107239801,190737.57958322138
2024-03-04,Houston,River Oaks,Condo,529656.772231085,2331.6927594913104,2918.684626525909,1,31,4.793483249624654,3.3809062630818625,103277.23655043439
2024-06-13,Los Angeles,Beverly Hills,Townhouse,1476216.9386902363,1377.9647924716758,4873.021135997659,0,64,4.182242516962447,3.321835211647153,195921.9124076618
2024-01-24,Phoenix,Tempe,Single Family,660798.9321701492,3306.149468247766,3453.5503187327768,1,199,4.5354913606102905,2.162958894749492,153033.1305502283
2024-07-28,Los Angeles,Santa Monica,Townhouse,632079.8264812931,1289.6200548093889,3165.0293283505816,1,136,3.566310383072972,4.15377938106982,96111.01938255942
2024-06-13,Phoenix,Tempe,Apartment,445463.31515506876,2671.1803172201467,2304.3958055714997,1,26,4.580268193183065,2.195876788433826,108096.6375019264
2024-03-09,Phoenix,Tempe,Townhouse,744619.4921003117,1423.7163386059078,4172.093448534069,1,19,3.651675089674602,4.151290918363403,124886.1746584509
2024-11-25,Chicago,Lincoln Park,Townhouse,229298.40849099003,2278.604403438843,810.2056648112351,1,89,3.165184985541681,5.703125316379492,171446.3681716845
2024-04-02,New York,Brooklyn,Single Family,930953.3335691437,1137.6270857425818,4948.762652990463,1,115,4.241569721701303,5.7604668273305375,148916.42502973543
2024-08-09,New York,Manhattan,Condo,618512.4842287988,1682.3245453108725,2304.889251333437,1,139,3.981014451368323,8.697217723399184,77788.9305908763
2024-08-03,Houston,River Oaks,Apartment,450676.5804269043,1231.7802421512552,2354.201513592344,1,103,3.3980559269735484,9.998069864418392,60220.43749575345
2024-10-27,Los Angeles,Santa Monica,Apartment,658392.5159813685,2898.880540566792,2527.1842318849967,1,56,3.035308314190995,5.275013224422227,191736.94909177325
