date,city,neighborhood,property_type,price,size_sqft,rent,occupancy,days_on_market,rating,amenities_score,buyer_income,price_per_sqft,annual_rent
2024-02-18,Chicago,Lincoln Park,Townhouse,675458.497204574,1700.8535316436514,3602.2783263351307,1,18,4.486736779927503,2.266339810869344,198892.93084467755,397.12913818736183,43227.33991602157
2024-04-23,Los Angeles,Beverly Hills,Apartment,1051258.4278911068,2491.310409997689,3598.3560126024795,1,120,3.530517006545841,5.716249441356737,183696.31228927692,421.97006991677205,43180.27215122976
2024-04-30,Chicago,Lincoln Park,Townhouse,669496.9695860506,2770.8953242044718,2566.556146931934,0,180,3.7385465298229104,8.459481947946617,222119.5102137616,241.61756084317773,30798.673763183207
2024-10-30,Phoenix,Tempe,Condo,234421.65019334637,2955.146652127717,1012.4197182899568,1,148,4.168431018020138,6.123250663213416,143618.54059247824,79.32657082333355,12149.03661947948
2024-11-30,Los Angeles,Beverly Hills,Condo,1633994.2505663822,805.380068449337,9660.109392274706,1,135,3.3247789548581475,3.924723523395775,89223.29785138476,2028.8486325623164,115921.31270729647
2024-12-13,New York,Manhattan,Townhouse,1664701.7427537297,1602.0326380449485,7615.195190608699,1,108,3.698331242376893,9.322122302752064,106931.49959820732,1039.1184943555581,91382.34228730439
2024-08-13,New York,Manhattan,Townhouse,993041.2845956688,1135.177403683819,3149.668502206416,1,30,3.2970077276657754,4.654100151392068,53476.19871990319,874.7895098802202,37796.022026476996
2024-02-20,Phoenix,Mesa,Apartment,622149.208370939,1219.6816520367945,3231.516766923238,1,124,3.474302734672555,7.71137116606825,174299.86080136005,510.0914712720221,38778.201203078854
2024-01-13,Phoenix,Mesa,Condo,631392.0727733626,1852.526665303626,2448.7682552784127,1,192,3.284517921073041,8.832089779911861,246703.0363167378,340.8275219994626,29385.219063340952
2024-04-24,Houston,Downtown,Condo,553667.2475952811,2954.6191852385423,2214.4150440644007,0,89,4.972793947700582,7.643217498848607,117143.95500781726,187.39039208891504,26572.98052877281
2024-10-06,Chicago,River North,Condo,412056.5805100135,3028.3421347439776,1420.3476090695983,1,160,4.5186433328698365,2.9037948803897464,178994.165926405,136.06671973503734,17044.17130883518
2024-12-25,Chicago,Wicker Park,Condo,540551.6812915709,1824.14578897654,2645.045307416222,1,150,3.3986112995468014,7.676781960500951,104962.23281615984,296.33140320152495,31740.543688994665
2024-12-07,New York,Brooklyn,Condo,581718.1971677672,2157.349986317628,1875.6489588781064,1,19,4.661163954985955,6.290349005290532,96837.24001440092,269.64479609574136,22507.78750653728
2024-11-18,Houston,Downtown,Apartment,548469.7686195687,2554.2585153592786,2537.903852386267,1,112,4.353582828639252,5.944084939252422,219330.4150870472,214.72758740805122,30454.8462286352
2024-04-09,Los Angeles,Hollywood,Condo,1060460.6474176752,919.1560715142344,5385.19674274458,1,102,4.1398532608119485,1.4337583245705567,160019.5172457453,1153.7329516527623,64622.36091293496
2024-12-12,Houston,Downtown,Apartment,539404.839112663,1670.9829578227402,1733.4791524438851,1,182,4.179702401146174,3.755134900067204,219990.2922701525,322.80690631070075,20801.74982932662
2024-04-24,Chicago,Wicker Park,Apartment,459502.8930177174,3310.632428582814,1987.7086582089253,1,151,4.741394043700054,4.572896228205374,196416.3177424301,138.79610706719782,23852.503898507104
2024-09-27,Los Angeles,Beverly Hills,Townhouse,1226143.6601372762,2554.3428006847807,5975.03514348738,1,182,4.706232923846882,1.4506517569166049,84900.70058969286,480.0231432556999,71700.42172184856
2024-12-19,Houston,Downtown,Townhouse,287585.28743960906,3596.0561695719807,935.7237436358485,1,69,4.769674003214222,5.115161569927063,119685.76625196233,79.97241252041923,11228.684923630182
2024-07-04,Los Angeles,Santa Monica,Apartment,1002513.100373826,1273.8998555025014,4962.406468623209,1,188,4.256354902573199,4.995695725803424,237358.9308666887,786.9638229752178,59548.877623478504
2024-10-13,Chicago,River North,Apartment,762717.5762569708,2688.396916241063,3280.976120903673,1,86,4.979600298151905,2.758612416136275,204409.58949199648,283.7072054536531,39371.71345084407
2024-06-03,Houston,River Oaks,Apartment,365236.66767198686,3259.375682423057,1108.7608896421498,1,94,3.288769213012391,8.833334905721998,207251.01246989623,112.05724754026078,13305.130675705797
2024-11-20,Los Angeles,Hollywood,Single Family,1186803.745790485,1685.3313557181357,6361.54683978188,1,106,4.714744139195791,5.897093511634683,187047.74105487368,704.196086878581,76338.56207738256
2024-07-18,Los Angeles,Beverly Hills,Apartment,1459379.558279344,2003.1919878307144,7949.148831625876,1,67,3.189753730024219,5.518441515724575,125593.7270013424,728.5270543936866,95389.7859795105
2024-04-04,Houston,River Oaks,Townhouse,597136.5870161507,2767.56073875555,2436.1067077689063,0,41,3.5070242852027684,8.247149980258076,112100.23855830824,215.76277573754592,29233.280493226877
2024-08-01,Houston,The Heights,Townhouse,509181.700769846,2242.0302011195404,3022.55482089478,1,127,4.0865705145381215,3.992294114308301,244553.611814858,227.10742277940327,36270.657850737356
2024-10-31,Phoenix,Scottsdale,Condo,350842.321852674,1280.4892550497384,1615.0482523002847,1,81,3.037615338762877,4.873788735012968,208918.26506868735,273.9908362909661,19380.579027603417
2024-02-16,Phoenix,Scottsdale,Condo,622625.4016193367,2152.3076507943474,3664.590638587713,1,189,3.761700324489861,5.414756444210448,144708.08625859203,289.2827154099209,43975.08766305255
2024-07-11,Chicago,River North,Single Family,210234.13728224128,2015.8767860632677,691.3048013591584,1,25,4.218887368371465,8.843250763616659,100895.0001945456,104.28918014022071,8295.657616309902
2024-03-09,New York,Manhattan,Single Family,1518344.8232528667,1826.6776668380571,5879.738433422143,1,188,4.314733883323408,4.215120544858126,68662.07929276064,831.2056641504199,70556.86120106572
2024-10-24,New York,Manhattan,Condo,1691911.9097982382,2357.3274577563707,6639.933202732497,1,63,4.179416948683325,5.359676632915806,197065.7576406856,717.7246013197276,79679.19843278997
2024-06-21,New York,Brooklyn,Single Family,1203486.151042222,1758.8782087371108,5479.303142491096,1,18,3.066619938342889,7.3972417199386,139644.4830534543,684.2350681610498,65751.63770989316
2024-07-17,Chicago,River North,Townhouse,288448.75908947404,2553.139273781357,968.2146877095151,1,96,4.646497117225584,3.335681692020791,172348.9824041837,112.97807450287019,11618.576252514182
2024-08-05,New York,Queens,Apartment,549433.3769909439,1120.894311832964,2721.201683770228,1,93,3.423862727304019,1.609963564490399,212903.3330150428,490.17411471423424,32654.420205242735
2024-11-29,Los Angeles,Santa Monica,Townhouse,1261626.5217004644,2688.964806277006,5232.513686211449,1,27,3.3132851006239274,4.663950707481162,108887.2726916166,469.1866991919629,62790.164234537384
2024-07-23,Phoenix,Tempe,Condo,449478.2918689284,3580.422891328623,1612.148390117834,1,35,4.196442738101906,3.324028696537653,240924.21996727935,125.5377662112243,19345.780681414006
2024-12-16,Chicago,Lincoln Park,Single Family,232736.20277653672,2487.856900870031,1365.1801353199537,1,154,4.394528873074556,8.518798501628204,247005.0630087714,93.54887039328761,16382.161623839445
2024-11-30,Houston,The Heights,Condo,224391.53990887263,3091.741294534668,944.4699152094324,1,103,3.788615372395296,1.2657343528601943,219885.22457124092,72.57772191532777,11333.638982513188
2024-07-31,Los Angeles,Santa Monica,Townhouse,1447223.9402028252,3033.9234621978826,6325.602401139213,1,84,4.519048635231076,2.5448416879363243,234657.77699647876,477.01399136628334,75907.22881367055
2024-12-18,Chicago,Wicker Park,Condo,638595.8078805531,2969.9053322451086,2223.004210720696,1,166,3.787779236063028,9.078159069281204,113831.7783119097,215.0222772918505,26676.050528648353
2024-01-13,Chicago,Lincoln Park,Condo,253876.85897422404,1396.4693304739003,1035.5774988548908,1,185,3.961273308037608,6.977696023939842,149221.8990826452,181.79909392501258,12426.929986258689
2024-02-24,Los Angeles,Santa Monica,Condo,1637330.1369830174,1249.3850472690167,8620.550819339156,1,56,3.048246033419568,7.335965212435077,195306.0604464673,1310.5088303737869,103446.60983206987
2024-12-17,Los Angeles,Hollywood,Condo,1143474.6774875312,1136.7744396933654,4761.549954237855,1,109,3.6385227436351455,4.694532702913336,137874.61506179458,1005.8940785086381,57138.59945085426
2024-08-12,Phoenix,Mesa,Condo,620539.2305305364,3211.2305176158343,3193.4608174939704,0,190,3.628995095712761,2.25783888356124,246760.43596684185,193.24032551585657,38321.52980992764
2024-05-27,Los Angeles,Santa Monica,Apartment,1803711.759695486,2122.072980855384,6551.694493556184,1,62,4.330879682431688,9.621491358523723,179808.78594816805,849.9763089997168,78620.33392267421
2024-11-11,Houston,Downtown,Townhouse,378139.7591673864,2356.3508343181734,1217.6443255442962,1,87,4.902356009079789,5.798309830161404,205762.6320580522,160.47684990711656,14611.731906531553
2024-01-11,Los Angeles,Hollywood,Single Family,854188.1981565114,2624.304205808976,3148.2515408561294,1,196,4.018464264193738,8.132739720233856,146475.77979174838,325.49130404384533,37779.01849027355
2024-10-07,New York,Brooklyn,Townhouse,992502.0258271132,1922.5789452520016,4545.17558965353,1,129,4.412905277400776,4.3372391446788985,207231.7161076896,516.2347316234763,54542.10707584236
2024-02-01,Chicago,Wicker Park,Apartment,423671.2524501963,2678.626283635124,1827.0337880223813,1,177,3.5588582366488914,7.200253857261421,72288.71967032064,158.16736176994365,21924.405456268574
2024-01-22,Los Angeles,Santa Monica,Condo,1537134.8232706308,1308.466829567666,6332.495716698576,1,17,4.458776502435729,6.509855804949772,139592.38928897365,1174.7602526374471,75989.94860038291
2024-02-10,New York,Queens,Townhouse,554070.0259288382,1019.6591742451378,2731.9944670101177,1,39,3.1183351146876523,2.864447493334293,206694.38615331776,543.3874768390339,32783.93360412141
2024-12-25,Houston,River Oaks,Single Family,554743.8026796372,2478.9180296511445,2526.621063693939,1,196,3.872753069365439,9.066147250262356,235845.23074906573,223.78464961090535,30319.452764327267
2024-04-12,Phoenix,Mesa,Single Family,429027.8316622448,1303.7567597321329,1702.848183641393,1,62,3.661872024940796,2.833847538256668,67892.0149103562,329.0704561718951,20434.178203696716
2024-04-15,New York,Manhattan,Apartment,1021939.4674270436,1994.545764983176,4761.219015311639,1,52,4.507617395795217,7.523513297573825,240734.39317052384,512.3670187811728,57134.62818373967
2024-10-27,New York,Manhattan,Condo,1150546.3344482935,2780.328377744862,6643.974946462141,1,189,4.578430762805408,2.3467491402140586,70532.0986000439,413.81670728459324,79727.69935754569
2024-11-10,Phoenix,Mesa,Condo,783215.1856070884,2121.886254762407,4437.6908518114815,1,76,3.6723665240998935,6.936304412966072,158474.52692029008,369.1127099057376,53252.29022173778
2024-12-17,Phoenix,Tempe,Apartment,696305.5618330875,2485.278218348987,2403.9873787856964,0,82,3.2775390804531086,3.5713387005392287,225349.7776894112,280.1720775936527,28847.84854542836
2024-10-29,Chicago,Wicker Park,Single Family,582182.7743237511,1682.6698360217022,3404.676906918717,1,67,4.993629064173821,3.687181508650239,188774.96885512295,345.98752640636417,40856.122883024604
2024-11-04,New York,Queens,Single Family,737072.0310065636,1366.5552238027408,2918.766920773248,1,97,4.9800065311526645,8.272826812195474,220363.9249648611,539.3649800375416,35025.20304927898
2024-01-18,Los Angeles,Beverly Hills,Condo,1295892.218072317,1687.7639977417778,6479.233595649621,1,34,4.732544568175469,6.5131652261121165,132237.92862632166,767.8160097064615,77750.80314779545
2024-11-19,Chicago,Wicker Park,Townhouse,195273.73463202445,2442.612998044164,864.0589408494036,1,92,3.1237733002908765,6.253360014181827,123083.42986992764,79.94460636555318,10368.707290192844
2024-05-23,Phoenix,Tempe,Condo,788705.4800119954,3832.4280302022503,3583.1599559137167,0,142,3.4589626563222104,1.395084914772914,243350.15995312892,205.79785811930114,42997.919470964596
2024-12-26,Houston,The Heights,Townhouse,700875.0709112991,1522.503221049265,3915.1298770718736,1,182,4.265107232464215,2.4497181128549337,122085.94159380204,460.34390024362403,46981.558524862485
2024-11-17,Los Angeles,Beverly Hills,Townhouse,1716509.8194040728,3012.4660561787755,8907.938373259001,1,164,4.994171345275356,4.130114553125846,230080.32824811427,569.8022110102761,106895.26047910802
2024-09-13,New York,Manhattan,Single Family,1535598.323499074,2337.934910128001,7692.184502460469,0,136,3.74157912627155,5.199996475702169,205979.74659116133,656.8182530860112,92306.21402952562
2024-12-02,New York,Queens,Apartment,471815.8212348201,894.5514089880959,2467.230944112622,1,69,3.1018398671010035,6.4634271264866765,181645.40956259784,527.4328747282748,29606.771329351468
2024-12-26,Chicago,Wicker Park,Condo,715364.9563881736,4046.675815147341,3050.613546991185,1,182,3.864083296799668,3.378511505324084,101495.47805368062,176.77841988489678,36607.36256389422
2024-09-14,Los Angeles,Santa Monica,Apartment,480466.61534623697,1397.5057360503672,1958.5733770145823,0,21,3.278624462372586,7.739091793918665,210620.17552670412,343.8029647764684,23502.880524174987
2024-01-07,New York,Manhattan,Condo,832978.8697741408,2489.8930536515763,3865.139751499166,1,73,3.380933750119857,7.086468871842511,211469.2854703192,334.5440353562687,46381.67701798999
2024-02-18,New York,Manhattan,Apartment,2010720.2761954616,2790.7101062322085,11589.102363452615,0,27,4.444890955551585,9.118299630789824,180317.2416891136,720.5048893129834,139069.2283614314
2024-08-29,Phoenix,Tempe,Apartment,637789.1397427431,2226.823755452713,3005.591673894445,1,169,4.442384108068865,6.153442121715209,210353.0222646782,286.4120423455248,36067.10008673334
2024-04-11,Los Angeles,Santa Monica,Condo,509597.1129065629,1042.3268070385216,2287.6621492538648,1,71,4.947130072425408,8.001522959928671,147173.0225675743,488.9033933171495,27451.945791046375
2024-12-10,Chicago,River North,Condo,223952.9142070212,2612.4030993531346,730.3803430757607,1,187,4.306399104445847,6.71665307338468,237908.04978450228,85.72678322976837,8764.564116909129
2024-11-23,New York,Brooklyn,Apartment,519270.6552138796,2103.519906595702,2245.033988934355,1,86,4.679681182660913,2.942968186381328,55046.60730529407,246.8579705785897,26940.40786721226
2024-09-08,Houston,River Oaks,Condo,696457.7657508997,3075.480360480532,4123.243406182205,1,78,4.051553515093152,1.6185322633443593,215735.04745600995,226.4549547122066,49478.92087418646
2024-02-06,Chicago,River North,Condo,237753.812105044,3777.6970680413633,1353.1721953440046,1,39,3.68846954400538,9.213615815392878,157991.4084828707,62.93617720605456,16238.066344128056
2024-09-02,Los Angeles,Santa Monica,Townhouse,1363578.1804104636,1859.768193536753,4433.457526196395,1,18,4.428622191912868,1.0413340441048868,236143.33616993605,733.1979249614565,53201.490314356735
2024-03-31,New York,Queens,Townhouse,548561.2232908753,2935.181903854696,1930.894286906246,1,72,3.08917834925915,9.212830603963525,215111.90648855388,186.89172980061798,23170.731442874952
2024-08-20,New York,Manhattan,Condo,604287.1256411613,801.501947264155,1920.763435935419,1,61,4.414291443579911,1.3541570199860924,149960.761216573,753.9434279652517,23049.16123122503
2024-03-06,Phoenix,Tempe,Condo,341077.5915111891,3434.425324863694,1472.2186722944396,1,80,4.949467011756857,1.8072093512906011,56368.13825082101,99.31140125305413,17666.624067533274
2024-01-09,Houston,River Oaks,Apartment,195698.49576456117,2316.4520131536915,1059.1489848795293,1,40,3.194876460676936,9.985964027833962,188056.3189074097,84.48199861396266,12709.787818554352
2024-03-02,Houston,River Oaks,Condo,386317.1224914836,1829.8455876190428,1466.8409255600766,1,31,3.4233246435018643,3.84610048437072,230567.9523911813,211.12006669051863,17602.09110672092
2024-07-21,Los Angeles,Hollywood,Single Family,829964.5197072033,2712.1415732662235,4253.306062660489,1,100,3.5836184098399646,5.506881364931498,191798.55211427435,306.01814001460093,51039.67275192587
2024-09-03,New York,Queens,Apartment,1939191.9858190976,2816.4795064867703,10702.36956549626,1,196,3.1841311743146408,1.672190553827477,96728.48788776709,688.5162776270342,128428.43478595512
2024-04-30,New York,Queens,Single Family,1119353.2752514307,2415.8609368445004,4432.827460725201,1,49,3.9359199614925258,5.4500121536230814,129102.6786150226,463.3351440805548,53193.92952870241
2024-07-23,Phoenix,Scottsdale,Townhouse,713860.1914600936,1503.875114360207,2516.8882560953366,1,92,3.387629372763876,7.130911503928047,121638.26417381344,474.68050015828004,30202.659073144037
2024-10-18,Houston,River Oaks,Single Family,460280.49045577145,1436.7621577996993,2535.832868915597,1,181,4.180904291872915,7.723617160837566,84675.00935404858,320.3595584398317,30429.994426987163
2024-09-02,Houston,The Heights,Apartment,453547.7392226567,3553.5430425590703,1810.8763836941675,1,175,3.1352571028227123,5.966979390970181,178505.15400255803,127.63254413714265,21730.516604330012
2024-08-16,Houston,River Oaks,Condo,508641.6387740851,2172.887614837826,2538.6628136055065,0,86,3.4217596646265838,3.409673820368472,175372.14197242318,234.08557133869425,30463.95376326608
2024-12-28,Chicago,Lincoln Park,Condo,778025.3274104377,2678.6696993230435,4312.875460506588,1,79,4.404393551038078,5.52115853260616,69634.14985656136,290.4521328654523,51754.505526079054
2024-10-13,New York,Manhattan,Single Family,482530.12132104207,1282.713697294766,2774.9306656114204,1,45,4.21171688354411,9.615999456385705,249856.16922813645,376.17912893476904,33299.167987337045
2024-01-31,Phoenix,Tempe,Condo,654514.713466389,2778.6258274789334,3069.050485738062,1,47,3.757700061351049,8.046945030810498,143779.20980471352,235.55338289655026,36828.605828856744
2024-06-29,Los Angeles,Beverly Hills,Townhouse,1893874.149481597,1338.781354258814,5983.23903584338,0,158,4.763536259659597,8.314311794995263,227394.28008956063,1414.6254304012903,71798.86843012056
2024-02-16,New York,Queens,Townhouse,520106.5552618974,2871.2356714429657,2451.878736285603,1,57,3.473605105710238,4.732773480961617,80289.66617091926,181.1438052385693,29422.544835427234
2024-05-07,Los Angeles,Santa Monica,Condo,604730.5355077622,913.5122539885012,2700.9057846659275,1,91,3.09627162084601,3.1979721147805527,231582.31399182105,661.9840433091489,32410.869415991132
2024-10-22,Los Angeles,Hollywood,Condo,874766.1665509223,2124.5719479541085,3490.8027521318472,1,114,3.4814282564186545,2.8766470876881973,93130.10184066748,411.7376054942704,41889.63302558217
2024-09-15,New York,Brooklyn,Condo,753271.0636623822,2169.7562288002528,3972.5438014093183,1,83,4.467374942869437,7.47665408221402,176801.21263609227,347.16852228090926,47670.52561691182
2024-04-24,New York,Manhattan,Apartment,586366.8756553119,2263.834775067037,2138.3621059433817,1,169,3.593730502024823,8.820695036014584,137473.9819161598,259.01487251336545,25660.34527132058
2024-12-22,Houston,Downtown,Townhouse,306565.96048104606,2242.478119466965,1392.0605208361192,1,181,3.086359535207822,2.997974555014306,172140.63834531922,136.70856264761082,16704.72625003343
2024-01-02,Phoenix,Tempe,Condo,361810.25093947,2448.733347715449,1644.4521668509674,1,16,4.323798009999894,1.327900130486804,226346.393584808,147.7540424223902,19733.426002211607
2024-11-28,Houston,River Oaks,Condo,596400.9233642499,1526.8004603869117,2796.4593034823065,1,130,4.485518401964748,4.761634198589611,88559.09996836825,390.6213934551172,33557.51164178768
2024-05-08,Los Angeles,Santa Monica,Townhouse,1245613.0154118233,1181.508975284239,7001.384579716394,1,83,3.994675263664148,4.62277985050582,118926.63784119253,1054.2560754666824,84016.61495659672
2024-06-01,Los Angeles,Beverly Hills,Apartment,1178476.567296403,1796.9759205298235,6761.587449393729,1,31,3.885798170486799,8.158334077839033,174644.21691775427,655.8109954800835,81139.04939272474
2024-06-16,Phoenix,Tempe,Single Family,513746.0183768607,2632.3546310608604,2008.0036915457172,1,33,4.8707051507860335,2.0325888506568046,86260.98001639855,195.1659599032889,24096.044298548608
2024-07-07,Phoenix,Scottsdale,Townhouse,495047.9706604421,1970.876235953231,1741.079491254195,1,70,4.999373995107877,8.694894974565806,174464.70882073723,251.1816630743472,20892.95389505034
2024-10-24,Chicago,Lincoln Park,Apartment,808529.5659378129,3107.451999125246,3114.785038658528,0,148,3.668080634062625,4.019295474092159,145051.58432772424,260.1905246373606,37377.42046390234
2024-01-08,Houston,Downtown,Condo,292128.866964839,2409.04782320266,1145.0539628201534,1,54,3.343037423823484,8.376913165499493,214966.9903951311,121.26320787458432,13740.647553841842
2024-03-16,Phoenix,Tempe,Townhouse,364470.2543510231,1291.2740173799289,1763.745033124413,1,178,3.4103257901071258,7.748103552777083,108682.64317124704,282.2563216214594,21164.94039749296
2024-11-17,Houston,River Oaks,Townhouse,460987.6507737915,1624.1151598343156,1908.9696583811287,1,175,3.311766016591564,6.493330649774821,84570.427719208,283.83926347982566,22907.635900573543
2024-09-08,Houston,The Heights,Townhouse,606949.1102035256,3042.3702153638883,2825.0109486776823,1,96,3.834979134348014,2.701879436179629,221248.92119891665,199.49876814414264,33900.13138413219
2024-10-02,Chicago,Lincoln Park,Condo,295477.4564536257,1938.540026879056,1632.656808746447,1,189,3.696708366972031,1.4010343816124111,71079.54535775194,152.422674980474,19591.881704957363
